id,name,address,taxno,tel,fax,contact,email,companyType,country,code,creator,updator,createdDate,lastUpdateDate
215,CÔNG TY CỔ PHẦN VẬN TẢI VINAFCO,"Số 33C Cát Linh, P. Cát Linh, Q. Đống Đa, TP Hà Nội",105275178,,,,empty@email.com,63,66,VINAFCO,,,3/13/2015 0:00,3/13/2015 0:00
216,CN CÔNG TY CP GIAO NHẬN VẬN TẢI VÀ THƯƠNG MẠI,"Tầng 6, Số 14 Láng Hạ, P. Thành Công, Q. Ba Đình, Hà Nội",0301776205-001,,,,empty@email.com,63,66,VINALINK-HN,,,3/13/2015 0:00,3/13/2015 0:00
217,CÔNG TY TNHH VINA TAK,"Đường Số 4B, KCN Nhơn Trạch 1, Nhơn Trạch, Đồng Nai.",3602703358,,,,empty@email.com,63,66,VINATAK,,,3/13/2015 0:00,3/13/2015 0:00
218,CÔNG TY TNHH MỘT THÀNH VIÊN VĨNH HƯNG,"Thôn 5, Xã Vĩnh Hưng, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa",2801560173,,,,empty@email.com,63,66,VINHHUNG,,,3/13/2015 0:00,3/13/2015 0:00
219,CÔNG TY TNHH SX TM VINH TRÀ,"693/A2 Xô Viết Nghệ Tĩnh, Phường 27, Quận Bình Thạnh, Tp.HCM",302950745,,,,empty@email.com,63,66,VINHTRA,,,3/13/2015 0:00,3/13/2015 0:00
220,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN VIỆT NAM,"215 Lạch Tray, P. Đằng Giang, Q. Ngô Quyền, Hải Phòng",200106490,,,,empty@email.com,63,66,VOSCO VN,,,3/13/2015 0:00,3/13/2015 0:00
221,VĂN PHÒNG ĐẠI DIỆN DAMFASSS INDUSTRIES PTE LTD,"P 10.2 lầu 10, Etown1, 364 Cộng Hòa, P.13, Quận Tân Bình, Tp.HCM",,,,,empty@email.com,63,66,VP?D DANFOSS,,,3/13/2015 0:00,3/13/2015 0:00
222,VĂN PHÒNG TỔNG CỤC DẠY NGHỀ,"37B Nguyễn Bỉnh Khiêm, Hai Bà Trưng, Hà Nội",,84 31 3733580,84 31 3731930,,empty@email.com,63,66,VPTONGCUCDAYNGHE,,,3/13/2015 0:00,3/13/2015 0:00
223,CÔNG TY CP HÀNG HẢI VSICO,"Số 9 ngõ 84 phố Ngọc Khánh, P. Giảng Võ, Quận Ba Đình, Tp. Hà Nội.",102195421,,,,empty@email.com,63,66,VSICO,,,3/13/2015 0:00,3/13/2015 0:00
224,CÔNG TY TNHH WILO VIỆT NAM,"P.1C, Lầu 3, Tòa Nhà ETOWN 1, 364 Cộng Hòa, Phường 13, Quận Tân Bình, Tp HCM",311056767,,,,empty@email.com,63,66,WILO VN,,,3/13/2015 0:00,3/13/2015 0:00
225,CÔNG TY TNHH WOLSUNG VINA,"lô 10-1 Cụm CN Tp. Đẹp, ấp Đông, Tân Hiệp, H. Tân Uyên, Bình Dương",3700388841,4.7711089,4.7711094,,empty@email.com,63,66,WOLSUNG,,,3/13/2015 0:00,3/13/2015 0:00
226,CÔNG TY CP XÂY DỰNG VÀ KINH DOANH ĐỊA ỐC HÒA BÌNH,"235 Võ Thị Sáu, Phường 7, Quận 3, TP HCM",302158498,,,,empty@email.com,63,66,XD HOABINH,,,3/13/2015 0:00,3/13/2015 0:00
227,CÔNG TY TNHH XUẤT NHẬP KHẨU GIA HUY,"Số 5 Trần Quang Diệu, Phường 13, Quận 3, TP HCM",311896438,,,,empty@email.com,63,66,XNK GIAHUY,,,3/13/2015 0:00,3/13/2015 0:00
228,CÔNG TY TNHH XUẤT NHẬP KHẨU PHÚ TUẤN,"Thôn Lưu Thượng, Xã Phú Túc, Huyện Phú Xuyên, TP Hà Nội",500452685,,,,empty@email.com,63,66,XNK PHUTUAN,,,3/13/2015 0:00,3/13/2015 0:00
229,CÔNG TY TNHH MỘT THÀNH VIÊN NỘI THẤT XUÂN HÒA,"Phường Xuân Hòa, Thị xã Phúc Yên, Vĩnh Phúc",2500161922,,,,empty@email.com,63,66,XUANHOA,,,3/13/2015 0:00,3/13/2015 0:00
230,CÔNG TY TNHH MTV TM VD XNK XUÂN TÍNH,"101T Trần Văn Đang, Phường 9, Quận 3, Tp.HCM",310849481,,,,empty@email.com,63,66,XUANTINH,,,3/13/2015 0:00,3/13/2015 0:00
231,CÔNG TY TNHH YANG MING VIỆT NAM,"Lầu 19, Toà nhà Ree Tower, Số 9 Đoàn Văn Bơ, P. 12, Q. 4, TP HCM.",303419992,,,,empty@email.com,63,66,YANGMING,,,3/13/2015 0:00,3/13/2015 0:00
232,CÔNG TY TNHH YANTAI MOON ( VIỆT NAM ),"Lô 55, KCX - CN Linh Trung III, H. Trảng Bàng, Tây Ninh.",3900392299,,,,empty@email.com,63,66,YANTAI MOON,,,3/13/2015 0:00,3/13/2015 0:00
233,CÔNG TY TNHH YCH-PROTRADE - CHI NHÁNH TẠI TP. HÀ NỘI,"Phòng 301, Tầng 3, Toà nhà 30 Nguyễn Du, P. Bùi Thị Xuân,  Q. Hai Bà Trưng, Hà Nội",3701654454-001,,,,empty@email.com,63,66,YCH-PROTRADE,,,3/13/2015 0:00,3/13/2015 0:00
234,CÔNG TY TNHH YNG HUA VIỆT NAM,"Lô 24, KCN Biên Hòa 2, P.An Bình, TP Biên Hòa, Đồng Nai",3600255340,0838 116 110,,,empty@email.com,63,66,YNG HUA,,,3/13/2015 0:00,3/13/2015 0:00
235,CÔNG TY TNHH YUSEN LOGISTICS QUỐC TẾ (VIỆT NAM),"2A-4A Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TP HCM",303467869,,,,empty@email.com,63,66,YUSEN LOGISTICS QUOCTE,,,3/13/2015 0:00,3/13/2015 0:00
